name,recipe,category,images
Swamp Monster,Green Tea Frappuccino. Add Java Chips. Top with Caramel Drizzle and Cookie Crumble. ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/swamp-monster-frappuccino1.jpg
Strawberry Express,"Strawberries and Creme Frappuccino. Add Frappuccino Roast (1 pump tall, 2 grande, 3 venti). Add extra Strawberry flavoring. ",Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/strawberry-express-frappuccino1.jpg
Cookie Crisp Frappuccino,Soy milk with a crème base. Add 3 pumps of hazelnut syrup (or sugar free hazelnut if you prefer). Add 3 pumps of toffee nut syrup. Add java chips. Blend with ice and top with whipped cream. ,Cereal Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/cookie-crisp-frappuccino1.jpg
Black Forest Cake Frappuccino,"Mocha Cookie Crumble Frappuccino. Add Raspberry syrup instead of vanilla syrup (1.5 pumps for a tall, 2 pumps for a grande, 2.5 for a venti). ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/black-forest-cake-frappuccino.jpg
Valencia Creme Frappuccino,Valencia Orange Refresher. Blended with Vanilla Bean Frappuccino Base. ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/valencia-creme-frappuccino.jpg
Rainbow Sherbet Frappuccino,Strawberries and Creme Frappuccino made with orange refresher instead of strawberry purée. Add one pump of Peach Syrup. Add one pump of Raspberry Syrup. One scoop of Vanilla Bean Powder. Three pumps of Crème Base. Add ice and blend. ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/rainbow-sherbet-frappuccino2.jpg
Cookies and Cream/Oreo Frappuccino,Double Chocolate Chip Frappuccino. Blended with white mocha sauce instead of regular mocha. Top with your choice of chocolate or regular whipped cream. Vanilla Bean Frappuccino. Java chips blended in. Top with mocha syrup or cookie crumbles or both!. ,Cookie Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2012/09/oreo-frappuccino.jpg
The Bomb! Frappuccino,"Order heavy whipping cream (not whipped cream) blended with only cream base and ice. Have the barista add 3 pumps of caramel sauce to the bottom of the cup, then pour the blend into the cup and add a shot of espresso. Top with whipped cream and crumble topping. ",Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/06/the-bomb-frappuccino.jpg
Ginger Snap Frappuccino,Chai Creme Frappuccino. Caramel Drizzle in the cup. Add Java Chips. Top with dark caramel sauce (or regular caramel if dark unavailable). ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/06/starbucks-ginger-snap-frappuccino.jpg
Gingerbread House Frappuccino,"Caramel Ribbon Crunch Frappuccino. Made without the caramel syrup. Add white mocha syrup (1 pump for a tall, 2 for a grande/venti or 3 pumps if you prefer extra sweet). Add chai syrup (1 pump for a tall, 2 for a grande/venti or 3 pumps if you prefer extra sweet). ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/06/gingerbread-house-frappuccino1.jpg
Buttered Popcorn Frappuccino,Tall Toffee Nut Cream Frappuccino. 1 & 1/4 pack of salt. ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/06/buttered-popcorn-frappuccino1.jpg
Caramel Apple Frappuccino,"Apple Juice to the first line, whole milk to the second line. 3 pumps of cinnamon dolce syrup. 3 pumps of Cream Base. 2 Pumps Dark Caramel (or regular caramel). Top with Whipped Cream, Caramel Ribbon Crunch, Caramel Drizzle and Cinnamon Dolce topping. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/06/caramel-apple-frappuccino.jpg
Key Lime Pie Frappuccino,Start with Cool Lime juice to the bottom black line. Whole milk to the second black line. 2 pumps white mocha. 2 pumps vanilla syrup. 1 pump of cinnamon dolce syrup. Whipped cream blended in. Top with whipped cream and toasted coconut if available. ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/key-lime-pie-frappuccino.jpg
Peppermint Pow Frappuccino,"Nonfat Vanilla Bean Frappuccino. Add peppermint syrup (1 pump for a tall, 2 for grande, 3 for venti). 2 scoops of matcha green tea for tall, 2.5 for grande, 3 for venti. Top with whipped cream if desired. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/starbucks-peppermint-pow-frappuccino.jpg
Mint White Chocolate Crumble Frappuccino,White Mocha Frappuccino. Add java chips. Add 2 pumps of peppermint syrup. Add 1 scoop of matcha green tea powder. Top with whipped cream and cookie crumbles. ,Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/starbucks-mint-white-chocolate-crumble-frappuccino.jpg
Peach Raspberry Crisp Frappuccino,"Vanilla Bean Frappuccino. Add raspberry syrup, 1 pump tall, 1.5 grande, 2 for venti. Add peach syrup, , 1 pump tall, 1.5 grande, 2 for venti. Top with whipped cream. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/peach-raspberry-crisp-frappuccino.jpg
Nutella Frappuccino,Regular coffee frappuccino. 2 pumps of mocha syrup. 1 pump of hazelnut syrup. whipped cream blended in. Top with whipped cream! Caramel drizzle is optional. ,Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/04/nutella-frappuccino2.jpg
Vanilla & Chocolate Chip Ice Cream Frappuccino,"Vanilla Bean Frappuccino. Add Mocha Syrup (1 pump tall, 1.5 pumps grande, 2 pumps venti). Add java chips. Top with whipped cream, cookie crumble and mocha drizzle. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/06/vanilla-and-chocolate-chip-ice-cream-frappuccino.jpg
Teddy Grahams Frappuccino,"Start with a Coffee Frappuccino. Add Cinnamon Dolce Syrup (1 pump tall, 2 pumps grande, 3 pumps venti). Add Vanilla Syrup (1/2 pump tall, 1 pump grande, 1.5 pumps for a venti). Add honey. ",Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2012/12/teddy-graham-frappuccino-424x350.jpg
Cinnamon Toast Crunch Frappuccino,"White Mocha Frappuccino. Add Cinnamon Dolce syrup (1 pump for tall, 1.5 for grande, 2 for venti). Add Hazelnut syrup (1 pump for tall, 1,5 for grande, 2 for venti). Cinnamon sugar blended in. Top with whipped cream and more cinnamon sugar. ",Cereal Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2012/12/cinnamon-toast-crunch-frappuccino-438x350.jpg
Snickerdoodle Frappuccino,"Chai Creme Frappuccino w/ Soy Milk. Add cinnamon dolce syrup (1.5 pumps tall, 2 pumps grande, 2.5 pumps venti). Top with cinnamon dolce sprinkles. ",Cookie Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/05/starbucks-snickerdoodle-frappuccino.jpg
Apple Pie Frappuccino,"Fill to first line with cream base. Fill to second line with apple juice. Add cinnamon dolce syrup (1 pump for a tall, 1.5 for a grande, 2 for a venti). Add caramel syrup (1 pump for a tall, 1.5 for a grande, 2 for a venti). ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2012/12/apple-pie-frappuccino-261x350.jpg
Turtles Frappuccino,"Java Chip Frappuccino. Add toffee nut syrup (1 pump for a tall, 2 for grande, 3 for venti). Top with mocha and caramel drizzle. ",Chocolate Bar Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/05/turtle-frappuccino.jpg
French Vanilla Frappuccino,"Vanilla Bean Frappuccino. Add Hazelnut Syrup (1 pump tall, 1.5 pumps grande, 2 pumps venti). Line the cup, and top with caramel drizzle. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/02/french-vanilla-frappuccino2.jpg
Tuxedo Mocha Frappuccino,"Order a mocha, hot or cold. Made with half white chocolate mocha and half regular mocha. Add java chips and top with mocha drizzle. ",Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2012/08/tuxedo-mocha-frappuccino.jpg
Raspberry Cheesecake Frappuccino,"White Chocolate Mocha Frappuccino. Add Raspberry Syrup (1 pump tall, 1.5 grande, 2 venti). ",Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2012/09/raspberry-cheesecake-frappuccino1.jpg
Grasshopper Frappuccino,"Mocha Frappuccino. Add Java Chips. Add Peppermint Syrup (1 pump tall, 2 pumps grande, 3 pumps venti). ",Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2012/09/grasshopper-frappuccino2.jpg
Banana Nut Frappuccino,Hazelnut Frappuccino – Grande or Venti. Whole banana blended in. ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/05/banana-nut-frappuccino2.jpg
Chocolate Caramel Pretzel Frappuccino,Java chip Frappuccino. Add a pump of caramel syrup. A whole chocolate caramel pretzel (Blend only half). Topped with whipped cream and caramel drizzle. Add the 2nd half of the pretzel as decoration/a scoop!. ,Chocolate Bar Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/05/Twix-a-ccino.jpg
